date,region,store_id,product_id,product_name,category,unit_price,units_sold,revenue,cost,profit,sales_rep_id
2025-02-01,Ibadan,S013,P0034,Product 34,Electronics,359.52,13,4673.76,3565.02,1108.74,R05
2025-02-01,Kano,S010,P0028,Product 28,Groceries,98.55,19,1872.45,1498.67,373.78,R01
2025-02-02,Lagos,S015,P0037,Product 37,Fashion,251.23,16,4019.68,2387.79,1631.89,R06
2025-02-02,Abuja,S014,P0091,Product 91,Fashion,238.23,3,714.69,571.5,143.19,R01
2025-02-02,Lagos,S008,P0083,Product 83,Health & Beauty,326.17,25,8154.25,6732.28,1421.97,R09
2025-02-02,Ibadan,S002,P0081,Product 81,Health & Beauty,376.09,25,9402.25,6638.14,2764.11,R03
2025-02-03,Port Harcourt,S012,P0064,Product 64,Groceries,143.31,5,716.55,376.63,339.92,R20
2025-02-03,Kano,S014,P0085,Product 85,Electronics,208.84,7,1461.88,1094.79,367.09,R14
2025-02-03,Ibadan,S003,P0068,Product 68,Groceries,398.0,13,5174.0,3686.75,1487.25,R19
2025-02-03,Ibadan,S012,P0074,Product 74,Groceries,83.35,23,1917.05,1519.08,397.97,R07
2025-02-03,Abuja,S012,P0070,Product 70,Home & Garden,241.68,20,4833.6,2808.07,2025.53,R14
2025-02-03,Kano,S006,P0039,Product 39,Electronics,379.59,49,18599.91,9410.42,9189.49,R03
2025-02-03,Kano,S006,P0049,Product 49,Groceries,204.45,14,2862.3,2121.47,740.83,R07
2025-02-03,Ibadan,S003,P0029,Product 29,Home & Garden,76.62,3,229.86,179.26,50.6,R08
2025-02-03,Abuja,S004,P0041,Product 41,Home & Garden,163.49,36,5885.64,3198.14,2687.5,R08
2025-02-04,Ibadan,S004,P0003,Product 3,Fashion,459.0,8,3672.0,3056.88,615.12,R06
2025-02-04,Abuja,S003,P0099,Product 99,Groceries,347.31,23,7988.13,6400.35,1587.78,R17
2025-02-04,Port Harcourt,S007,P0084,Product 84,Health & Beauty,441.25,28,12355.0,8421.95,3933.05,R16
2025-02-04,Port Harcourt,S008,P0057,Product 57,Home & Garden,370.06,32,11841.92,6153.18,5688.74,R02
2025-02-04,Kano,S005,P0096,Product 96,Fashion,242.11,19,4600.09,3325.03,1275.06,R09
2025-02-04,Port Harcourt,S015,P0034,Product 34,Electronics,415.74,7,2910.18,1834.05,1076.13,R04
2025-02-04,Lagos,S012,P0047,Product 47,Groceries,132.34,19,2514.46,1368.27,1146.19,R12
2025-02-04,Lagos,S009,P0018,Product 18,Health & Beauty,44.62,5,223.1,167.77,55.33,R03
2025-02-04,Abuja,S009,P0017,Product 17,Home & Garden,434.03,47,20399.41,10517.62,9881.79,R15
2025-02-05,Abuja,S002,P0087,Product 87,Electronics,139.08,11,1529.88,1286.78,243.1,R10
2025-02-05,Kano,S004,P0074,Product 74,Groceries,366.67,30,11000.1,6784.3,4215.8,R12
2025-02-05,Lagos,S015,P0008,Product 8,Fashion,446.73,9,4020.57,2342.9,1677.67,R05
2025-02-05,Abuja,S008,P0091,Product 91,Fashion,16.83,45,757.35,621.07,136.28,R14
2025-02-05,Abuja,S003,P0062,Product 62,Home & Garden,475.18,25,11879.5,8996.29,2883.21,R15
2025-02-05,Ibadan,S005,P0099,Product 99,Groceries,255.52,15,3832.8,3208.4,624.4,R12
2025-02-06,Kano,S014,P0052,Product 52,Home & Garden,76.61,25,1915.25,1294.04,621.21,R03
2025-02-06,Port Harcourt,S008,P0006,Product 6,Groceries,450.33,27,12158.91,6911.01,5247.9,R20
2025-02-06,Lagos,S001,P0087,Product 87,Electronics,476.5,44,20966.0,11652.64,9313.36,R14
2025-02-06,Abuja,S002,P0094,Product 94,Fashion,383.32,42,16099.44,8095.63,8003.81,R15
2025-02-06,Kano,S013,P0037,Product 37,Fashion,305.5,29,8859.5,6278.77,2580.73,R01
2025-02-06,Ibadan,S009,P0074,Product 74,Groceries,53.15,3,159.45,122.8,36.65,R14
2025-02-06,Port Harcourt,S002,P0061,Product 61,Groceries,232.49,40,9299.6,5342.65,3956.95,R13
2025-02-06,Port Harcourt,S013,P0057,Product 57,Home & Garden,327.33,2,654.66,409.33,245.33,R11
2025-02-06,Lagos,S009,P0026,Product 26,Fashion,393.47,22,8656.34,5120.59,3535.75,R01
2025-02-07,Lagos,S007,P0047,Product 47,Groceries,315.08,16,5041.28,3520.04,1521.24,R08
2025-02-07,Kano,S007,P0082,Product 82,Electronics,278.86,41,11433.26,7042.06,4391.2,R11
2025-02-07,Port Harcourt,S014,P0088,Product 88,Electronics,295.43,44,12998.92,7993.42,5005.5,R16
2025-02-07,Kano,S014,P0059,Product 59,Home & Garden,431.62,4,1726.48,1294.8,431.68,R05
2025-02-07,Kano,S012,P0080,Product 80,Home & Garden,123.42,37,4566.54,2563.9,2002.64,R02
2025-02-07,Port Harcourt,S007,P0034,Product 34,Electronics,79.67,34,2708.78,1852.1,856.68,R15
2025-02-07,Kano,S010,P0083,Product 83,Health & Beauty,82.47,49,4041.03,2136.38,1904.65,R02
2025-02-07,Abuja,S005,P0034,Product 34,Electronics,355.65,17,6046.05,3482.08,2563.97,R01
2025-02-07,Port Harcourt,S013,P0071,Product 71,Electronics,481.29,6,2887.74,1973.17,914.57,R20
2025-02-07,Port Harcourt,S002,P0033,Product 33,Home & Garden,440.49,49,21584.01,15612.3,5971.71,R02
2025-02-07,Kano,S010,P0005,Product 5,Health & Beauty,249.83,24,5995.92,5041.04,954.88,R07
2025-02-08,Ibadan,S011,P0012,Product 12,Fashion,300.56,16,4808.96,2541.07,2267.89,R16
2025-02-08,Port Harcourt,S006,P0046,Product 46,Electronics,200.88,47,9441.36,4851.01,4590.35,R20
2025-02-08,Port Harcourt,S002,P0027,Product 27,Fashion,149.19,28,4177.32,2286.69,1890.63,R16
2025-02-08,Port Harcourt,S009,P0076,Product 76,Groceries,187.35,48,8992.8,5921.76,3071.04,R04
2025-02-08,Kano,S007,P0069,Product 69,Home & Garden,280.87,39,10953.93,8046.89,2907.04,R16
2025-02-08,Lagos,S010,P0077,Product 77,Electronics,266.93,20,5338.6,3660.42,1678.18,R03
2025-02-09,Ibadan,S009,P0081,Product 81,Health & Beauty,205.29,30,6158.7,3990.62,2168.08,R09
2025-02-09,Lagos,S001,P0100,Product 100,Electronics,208.12,32,6659.84,4425.0,2234.84,R03
2025-02-09,Lagos,S015,P0040,Product 40,Groceries,29.76,27,803.52,671.34,132.18,R19
2025-02-09,Port Harcourt,S010,P0026,Product 26,Fashion,160.14,10,1601.4,1139.84,461.56,R19
2025-02-09,Kano,S015,P0022,Product 22,Health & Beauty,461.19,16,7379.04,4003.78,3375.26,R08
2025-02-09,Lagos,S008,P0032,Product 32,Home & Garden,16.33,31,506.23,253.86,252.37,R08
2025-02-10,Lagos,S003,P0053,Product 53,Home & Garden,134.02,34,4556.68,2613.44,1943.24,R17
2025-02-10,Lagos,S012,P0056,Product 56,Electronics,200.29,20,4005.8,3126.66,879.14,R14
2025-02-10,Port Harcourt,S010,P0061,Product 61,Groceries,454.68,17,7729.56,4651.6,3077.96,R17
2025-02-10,Kano,S003,P0073,Product 73,Health & Beauty,429.21,39,16739.19,11716.67,5022.52,R11
2025-02-10,Port Harcourt,S008,P0017,Product 17,Home & Garden,285.73,25,7143.25,4891.94,2251.31,R17
2025-02-10,Abuja,S008,P0082,Product 82,Electronics,495.51,14,6937.14,4158.91,2778.23,R02
2025-02-10,Abuja,S012,P0021,Product 21,Groceries,427.74,13,5560.62,3511.13,2049.49,R20
2025-02-10,Lagos,S003,P0012,Product 12,Fashion,86.83,39,3386.37,1891.1,1495.27,R06
2025-02-10,Kano,S012,P0071,Product 71,Electronics,267.95,49,13129.55,10141.37,2988.18,R02
2025-02-10,Lagos,S015,P0046,Product 46,Electronics,444.79,32,14233.28,7425.1,6808.18,R20
2025-02-11,Abuja,S014,P0024,Product 24,Electronics,381.01,19,7239.19,4531.23,2707.96,R09
2025-02-11,Lagos,S008,P0052,Product 52,Home & Garden,324.23,14,4539.22,2457.43,2081.79,R01
2025-02-11,Kano,S007,P0097,Product 97,Health & Beauty,178.99,27,4832.73,3876.88,955.85,R18
2025-02-11,Ibadan,S003,P0007,Product 7,Fashion,318.22,32,10183.04,5887.96,4295.08,R16
2025-02-11,Kano,S015,P0094,Product 94,Fashion,273.51,1,273.51,202.65,70.86,R01
2025-02-11,Port Harcourt,S003,P0094,Product 94,Fashion,344.78,30,10343.4,7739.83,2603.57,R20
2025-02-11,Lagos,S013,P0049,Product 49,Groceries,202.52,11,2227.72,1484.47,743.25,R13
2025-02-11,Abuja,S012,P0033,Product 33,Home & Garden,293.81,22,6463.82,5362.76,1101.06,R05
2025-02-11,Abuja,S007,P0044,Product 44,Groceries,199.77,14,2796.78,1472.55,1324.23,R16
2025-02-12,Abuja,S006,P0016,Product 16,Groceries,418.77,22,9212.94,6821.87,2391.07,R17
2025-02-12,Kano,S010,P0082,Product 82,Electronics,201.72,38,7665.36,6385.77,1279.59,R11
2025-02-12,Kano,S004,P0057,Product 57,Home & Garden,40.78,43,1753.54,985.59,767.95,R08
2025-02-12,Abuja,S004,P0029,Product 29,Home & Garden,346.06,23,7959.38,6128.43,1830.95,R04
2025-02-12,Ibadan,S011,P0005,Product 5,Health & Beauty,490.32,18,8825.76,7224.13,1601.63,R12
2025-02-13,Abuja,S006,P0040,Product 40,Groceries,214.53,20,4290.6,3296.68,993.92,R18
2025-02-13,Ibadan,S001,P0087,Product 87,Electronics,19.97,15,299.55,161.78,137.77,R11
2025-02-13,Kano,S011,P0092,Product 92,Electronics,136.78,35,4787.3,3479.03,1308.27,R04
2025-02-13,Port Harcourt,S014,P0056,Product 56,Electronics,448.13,38,17028.94,10975.88,6053.06,R05
2025-02-13,Ibadan,S004,P0092,Product 92,Electronics,288.78,39,11262.42,6858.87,4403.55,R05
2025-02-13,Kano,S008,P0026,Product 26,Fashion,358.6,21,7530.6,6144.14,1386.46,R04
2025-02-13,Port Harcourt,S008,P0053,Product 53,Home & Garden,100.7,16,1611.2,981.76,629.44,R12
2025-02-13,Abuja,S013,P0054,Product 54,Health & Beauty,489.23,35,17123.05,12699.8,4423.25,R09
2025-02-13,Abuja,S001,P0090,Product 90,Fashion,357.45,26,9293.7,4974.2,4319.5,R03
2025-02-13,Lagos,S004,P0035,Product 35,Fashion,179.78,34,6112.52,3357.48,2755.04,R01
2025-02-13,Abuja,S011,P0093,Product 93,Fashion,287.35,30,8620.5,4931.17,3689.33,R11
2025-02-13,Lagos,S015,P0079,Product 79,Home & Garden,5.77,19,109.63,65.44,44.19,R14
2025-02-13,Ibadan,S006,P0056,Product 56,Electronics,267.16,47,12556.52,8993.3,3563.22,R07
2025-02-14,Abuja,S009,P0028,Product 28,Groceries,459.31,7,3215.17,1952.31,1262.86,R20
2025-02-14,Port Harcourt,S012,P0067,Product 67,Groceries,10.64,45,478.8,292.57,186.23,R09
2025-02-14,Kano,S012,P0013,Product 13,Health & Beauty,39.21,5,196.05,147.44,48.61,R16
2025-02-14,Lagos,S002,P0087,Product 87,Electronics,171.73,23,3949.79,2508.41,1441.38,R12
2025-02-14,Port Harcourt,S007,P0027,Product 27,Fashion,57.76,28,1617.28,898.8,718.48,R06
2025-02-14,Kano,S015,P0006,Product 6,Groceries,209.16,46,9621.36,7687.48,1933.88,R08
2025-02-14,Kano,S006,P0085,Product 85,Electronics,178.18,48,8552.64,6869.64,1683.0,R02
2025-02-14,Kano,S009,P0053,Product 53,Home & Garden,16.61,26,431.86,319.19,112.67,R12
2025-02-14,Kano,S006,P0091,Product 91,Fashion,159.69,30,4790.7,3820.17,970.53,R04
2025-02-14,Kano,S005,P0039,Product 39,Electronics,374.75,47,17613.25,12689.2,4924.05,R08
2025-02-14,Port Harcourt,S008,P0020,Product 20,Home & Garden,353.6,8,2828.8,2007.38,821.42,R09
2025-02-14,Lagos,S009,P0044,Product 44,Groceries,22.2,1,22.2,16.45,5.75,R07
2025-02-14,Kano,S007,P0081,Product 81,Health & Beauty,172.29,4,689.16,561.59,127.57,R06
2025-02-15,Kano,S005,P0024,Product 24,Electronics,276.2,41,11324.2,6948.74,4375.46,R03
2025-02-15,Lagos,S002,P0085,Product 85,Electronics,496.88,25,12422.0,6266.16,6155.84,R20
2025-02-15,Abuja,S013,P0066,Product 66,Home & Garden,169.72,13,2206.36,1836.41,369.95,R18
2025-02-15,Lagos,S011,P0008,Product 8,Fashion,83.83,25,2095.75,1685.02,410.73,R08
2025-02-15,Ibadan,S012,P0053,Product 53,Home & Garden,492.07,1,492.07,407.0,85.07,R09
2025-02-15,Port Harcourt,S001,P0080,Product 80,Home & Garden,104.88,10,1048.8,688.2,360.6,R02
2025-02-16,Kano,S007,P0092,Product 92,Electronics,272.89,27,7368.03,5670.08,1697.95,R05
2025-02-17,Kano,S005,P0077,Product 77,Electronics,44.02,12,528.24,439.85,88.39,R08
2025-02-17,Ibadan,S014,P0053,Product 53,Home & Garden,169.81,20,3396.2,2171.76,1224.44,R01
2025-02-17,Abuja,S012,P0061,Product 61,Groceries,403.56,8,3228.48,2489.31,739.17,R10
2025-02-17,Lagos,S013,P0093,Product 93,Fashion,440.64,12,5287.68,3882.17,1405.51,R01
2025-02-17,Abuja,S007,P0055,Product 55,Fashion,174.09,22,3829.98,2107.15,1722.83,R01
2025-02-17,Lagos,S010,P0077,Product 77,Electronics,265.49,1,265.49,151.71,113.78,R17
2025-02-17,Abuja,S007,P0003,Product 3,Fashion,480.34,21,10087.14,6533.64,3553.5,R17
2025-02-17,Ibadan,S012,P0070,Product 70,Home & Garden,423.84,33,13986.72,10915.1,3071.62,R11
2025-02-17,Lagos,S001,P0037,Product 37,Fashion,21.4,11,235.4,200.05,35.35,R12
2025-02-18,Port Harcourt,S015,P0041,Product 41,Home & Garden,71.22,26,1851.72,1146.76,704.96,R16
2025-02-18,Port Harcourt,S015,P0065,Product 65,Groceries,221.74,19,4213.06,3570.21,642.85,R01
2025-02-18,Kano,S008,P0056,Product 56,Electronics,297.25,4,1189.0,942.08,246.92,R17
2025-02-18,Lagos,S008,P0004,Product 4,Health & Beauty,456.73,47,21466.31,16010.1,5456.21,R17
2025-02-18,Lagos,S005,P0066,Product 66,Home & Garden,177.42,26,4612.92,2530.25,2082.67,R10
2025-02-18,Lagos,S004,P0010,Product 10,Health & Beauty,225.51,8,1804.08,1191.0,613.08,R02
2025-02-18,Kano,S002,P0004,Product 4,Health & Beauty,478.42,44,21050.48,12172.99,8877.49,R20
2025-02-19,Lagos,S013,P0089,Product 89,Home & Garden,204.98,35,7174.3,6033.55,1140.75,R11
2025-02-19,Kano,S012,P0017,Product 17,Home & Garden,95.79,34,3256.86,2064.84,1192.02,R02
2025-02-19,Port Harcourt,S010,P0098,Product 98,Groceries,456.28,29,13232.12,11011.35,2220.77,R05
2025-02-19,Lagos,S005,P0023,Product 23,Home & Garden,228.92,25,5723.0,4566.51,1156.49,R10
2025-02-19,Abuja,S002,P0095,Product 95,Electronics,359.81,30,10794.3,7960.65,2833.65,R12
2025-02-19,Ibadan,S001,P0006,Product 6,Groceries,338.14,27,9129.78,6496.58,2633.2,R07
2025-02-19,Lagos,S013,P0067,Product 67,Groceries,50.44,42,2118.48,1348.59,769.89,R01
2025-02-19,Lagos,S010,P0052,Product 52,Home & Garden,427.9,36,15404.4,11617.27,3787.13,R19
2025-02-20,Ibadan,S001,P0099,Product 99,Groceries,14.49,26,376.74,227.81,148.93,R08
2025-02-20,Ibadan,S012,P0085,Product 85,Electronics,457.07,3,1371.21,965.18,406.03,R02
2025-02-20,Lagos,S007,P0007,Product 7,Fashion,36.39,30,1091.7,704.14,387.56,R03
2025-02-20,Port Harcourt,S008,P0009,Product 9,Fashion,134.64,41,5520.24,3662.18,1858.06,R20
2025-02-20,Abuja,S008,P0055,Product 55,Fashion,464.85,24,11156.4,5793.1,5363.3,R07
2025-02-20,Kano,S011,P0029,Product 29,Home & Garden,160.65,3,481.95,339.63,142.32,R16
2025-02-21,Ibadan,S002,P0006,Product 6,Groceries,241.26,39,9409.14,5046.91,4362.23,R02
2025-02-21,Abuja,S014,P0098,Product 98,Groceries,498.07,40,19922.8,10796.45,9126.35,R07
2025-02-21,Port Harcourt,S015,P0015,Product 15,Home & Garden,466.85,43,20074.55,16790.23,3284.32,R08
2025-02-21,Ibadan,S003,P0099,Product 99,Groceries,291.74,43,12544.82,8810.76,3734.06,R03
2025-02-21,Abuja,S004,P0083,Product 83,Health & Beauty,412.97,11,4542.67,3376.7,1165.97,R08
2025-02-21,Abuja,S008,P0073,Product 73,Health & Beauty,86.55,12,1038.6,680.29,358.31,R08
2025-02-21,Abuja,S014,P0077,Product 77,Electronics,372.61,26,9687.86,5458.99,4228.87,R07
2025-02-21,Lagos,S002,P0099,Product 99,Groceries,121.65,46,5595.9,3734.84,1861.06,R06
2025-02-21,Port Harcourt,S005,P0097,Product 97,Health & Beauty,253.07,33,8351.31,5790.47,2560.84,R03
2025-02-22,Kano,S012,P0094,Product 94,Fashion,194.33,49,9522.17,4935.09,4587.08,R01
2025-02-22,Port Harcourt,S003,P0080,Product 80,Home & Garden,494.78,15,7421.7,5648.88,1772.82,R10
2025-02-22,Kano,S015,P0054,Product 54,Health & Beauty,175.12,11,1926.32,1572.51,353.81,R15
2025-02-22,Ibadan,S002,P0002,Product 2,Health & Beauty,50.09,24,1202.16,984.88,217.28,R20
2025-02-22,Port Harcourt,S007,P0062,Product 62,Home & Garden,364.67,10,3646.7,2256.81,1389.89,R14
2025-02-22,Ibadan,S015,P0031,Product 31,Fashion,377.77,7,2644.39,2114.27,530.12,R05
2025-02-22,Abuja,S009,P0049,Product 49,Groceries,498.77,43,21447.11,16713.72,4733.39,R06
2025-02-22,Lagos,S003,P0005,Product 5,Health & Beauty,234.11,49,11471.39,6613.01,4858.38,R10
2025-02-23,Port Harcourt,S013,P0014,Product 14,Groceries,84.85,28,2375.8,1633.97,741.83,R16
2025-02-23,Lagos,S005,P0025,Product 25,Electronics,98.92,21,2077.32,1520.62,556.7,R02
2025-02-23,Abuja,S007,P0042,Product 42,Electronics,244.52,10,2445.2,2061.83,383.37,R01
2025-02-23,Abuja,S002,P0075,Product 75,Health & Beauty,237.07,34,8060.38,4511.93,3548.45,R03
2025-02-23,Ibadan,S002,P0081,Product 81,Health & Beauty,117.83,21,2474.43,1703.73,770.7,R12
2025-02-24,Kano,S015,P0076,Product 76,Groceries,44.89,9,404.01,295.3,108.71,R11
2025-02-24,Lagos,S008,P0052,Product 52,Home & Garden,142.94,24,3430.56,1887.93,1542.63,R01
2025-02-24,Ibadan,S004,P0031,Product 31,Fashion,256.36,28,7178.08,3631.19,3546.89,R01
2025-02-24,Abuja,S003,P0100,Product 100,Electronics,38.38,37,1420.06,840.14,579.92,R15
2025-02-24,Kano,S008,P0029,Product 29,Home & Garden,419.47,36,15100.92,11663.96,3436.96,R06
2025-02-24,Port Harcourt,S015,P0029,Product 29,Home & Garden,103.32,15,1549.8,1050.09,499.71,R17
2025-02-24,Port Harcourt,S002,P0006,Product 6,Groceries,226.67,39,8840.13,5798.75,3041.38,R03
2025-02-24,Abuja,S007,P0089,Product 89,Home & Garden,75.68,43,3254.24,2627.57,626.67,R11
2025-02-24,Kano,S001,P0005,Product 5,Health & Beauty,440.6,11,4846.6,2816.36,2030.24,R03
2025-02-25,Kano,S002,P0064,Product 64,Groceries,36.27,12,435.24,280.42,154.82,R13
2025-02-25,Kano,S001,P0079,Product 79,Home & Garden,175.31,12,2103.72,1126.84,976.88,R14
2025-02-25,Ibadan,S014,P0035,Product 35,Fashion,37.18,5,185.9,147.13,38.77,R14
2025-02-25,Ibadan,S011,P0035,Product 35,Fashion,405.07,35,14177.45,8901.41,5276.04,R18
2025-02-25,Port Harcourt,S007,P0001,Product 1,Home & Garden,242.66,20,4853.2,2622.01,2231.19,R20
2025-02-25,Port Harcourt,S002,P0035,Product 35,Fashion,67.47,33,2226.51,1630.92,595.59,R09
2025-02-25,Lagos,S007,P0050,Product 50,Home & Garden,195.14,23,4488.22,2709.22,1779.0,R09
2025-02-25,Kano,S003,P0058,Product 58,Groceries,333.68,23,7674.64,6026.54,1648.1,R10
2025-02-25,Port Harcourt,S015,P0023,Product 23,Home & Garden,412.75,43,17748.25,8952.26,8795.99,R06
2025-02-25,Abuja,S014,P0080,Product 80,Home & Garden,222.16,29,6442.64,5299.3,1143.34,R20
2025-02-25,Lagos,S004,P0080,Product 80,Home & Garden,159.55,8,1276.4,808.92,467.48,R09
2025-02-25,Abuja,S013,P0056,Product 56,Electronics,329.91,20,6598.2,5020.89,1577.31,R13
2025-02-26,Lagos,S014,P0001,Product 1,Home & Garden,289.13,48,13878.24,9552.65,4325.59,R18
2025-02-26,Port Harcourt,S011,P0032,Product 32,Home & Garden,485.04,6,2910.24,2305.09,605.15,R15
2025-02-26,Kano,S015,P0062,Product 62,Home & Garden,441.18,8,3529.44,2896.35,633.09,R20
2025-02-26,Abuja,S011,P0092,Product 92,Electronics,139.34,35,4876.9,3181.11,1695.79,R19
2025-02-26,Abuja,S006,P0055,Product 55,Fashion,476.97,20,9539.4,4962.24,4577.16,R10
2025-02-26,Lagos,S013,P0005,Product 5,Health & Beauty,66.57,14,931.98,695.53,236.45,R14
2025-02-26,Abuja,S013,P0007,Product 7,Fashion,54.26,31,1682.06,948.58,733.48,R06
2025-02-26,Ibadan,S014,P0003,Product 3,Fashion,316.69,47,14884.43,9693.66,5190.77,R08
2025-02-26,Abuja,S015,P0033,Product 33,Home & Garden,244.76,33,8077.08,5424.4,2652.68,R17
2025-02-27,Kano,S008,P0015,Product 15,Home & Garden,27.63,23,635.49,504.0,131.49,R19
2025-02-27,Abuja,S015,P0006,Product 6,Groceries,282.22,16,4515.52,3587.23,928.29,R16
2025-02-27,Ibadan,S013,P0042,Product 42,Electronics,225.47,13,2931.11,2282.25,648.86,R03
2025-02-27,Lagos,S005,P0056,Product 56,Electronics,75.59,39,2948.01,1557.77,1390.24,R09
2025-02-27,Port Harcourt,S004,P0038,Product 38,Health & Beauty,189.3,48,9086.4,7443.53,1642.87,R01
2025-02-27,Port Harcourt,S002,P0006,Product 6,Groceries,235.62,34,8011.08,5811.19,2199.89,R05
2025-02-27,Abuja,S012,P0083,Product 83,Health & Beauty,231.65,3,694.95,353.63,341.32,R18
2025-02-27,Ibadan,S014,P0088,Product 88,Electronics,23.18,32,741.76,514.82,226.94,R17
2025-02-27,Lagos,S012,P0083,Product 83,Health & Beauty,302.28,45,13602.6,8663.55,4939.05,R09
2025-02-27,Port Harcourt,S003,P0001,Product 1,Home & Garden,390.09,15,5851.35,3345.84,2505.51,R11
2025-02-27,Kano,S008,P0082,Product 82,Electronics,354.78,14,4966.92,4066.15,900.77,R06
2025-02-27,Lagos,S014,P0081,Product 81,Health & Beauty,320.26,4,1281.04,648.18,632.86,R11
2025-02-27,Abuja,S005,P0034,Product 34,Electronics,376.88,23,8668.24,5146.48,3521.76,R14
2025-02-27,Kano,S005,P0079,Product 79,Home & Garden,324.93,49,15921.57,11379.04,4542.53,R10
2025-02-28,Port Harcourt,S010,P0049,Product 49,Groceries,113.78,17,1934.26,972.86,961.4,R04
2025-02-28,Lagos,S015,P0089,Product 89,Home & Garden,270.39,28,7570.92,5911.32,1659.6,R12
2025-02-28,Lagos,S001,P0024,Product 24,Electronics,59.71,27,1612.17,906.95,705.22,R04
2025-02-28,Lagos,S013,P0011,Product 11,Home & Garden,337.39,47,15857.33,8011.8,7845.53,R18
2025-02-28,Abuja,S006,P0092,Product 92,Electronics,368.16,10,3681.6,2294.65,1386.95,R20
2025-02-28,Kano,S002,P0002,Product 2,Health & Beauty,16.72,8,133.76,87.95,45.81,R06
2025-02-28,Kano,S013,P0006,Product 6,Groceries,247.86,49,12145.14,8556.11,3589.03,R10
2025-02-28,Port Harcourt,S007,P0078,Product 78,Home & Garden,103.2,7,722.4,401.98,320.42,R01
2025-02-28,Port Harcourt,S005,P0068,Product 68,Groceries,176.6,48,8476.8,4986.33,3490.47,R20
2025-02-28,Ibadan,S005,P0018,Product 18,Health & Beauty,147.28,23,3387.44,2597.88,789.56,R19
2025-03-01,Ibadan,S003,P0004,Product 4,Health & Beauty,273.8,38,10404.4,8026.45,2377.95,R09
2025-03-01,Ibadan,S011,P0025,Product 25,Electronics,427.99,14,5991.86,3957.36,2034.5,R12
2025-03-01,Abuja,S003,P0030,Product 30,Home & Garden,398.52,6,2391.12,1618.07,773.05,R10
2025-03-01,Kano,S015,P0055,Product 55,Fashion,372.99,3,1118.97,769.84,349.13,R02
2025-03-01,Port Harcourt,S012,P0093,Product 93,Fashion,71.57,4,286.28,169.91,116.37,R17
2025-03-01,Kano,S008,P0006,Product 6,Groceries,329.02,7,2303.14,1796.43,506.71,R13
2025-03-02,Abuja,S004,P0022,Product 22,Health & Beauty,363.94,10,3639.4,2863.24,776.16,R16
2025-03-02,Ibadan,S001,P0033,Product 33,Home & Garden,128.63,30,3858.9,2166.5,1692.4,R04
2025-03-02,Ibadan,S006,P0055,Product 55,Fashion,132.27,47,6216.69,3477.71,2738.98,R05
2025-03-02,Ibadan,S012,P0033,Product 33,Home & Garden,266.54,27,7196.58,4160.32,3036.26,R16
2025-03-02,Lagos,S001,P0040,Product 40,Groceries,129.13,15,1936.95,1575.49,361.46,R12
2025-03-02,Ibadan,S009,P0095,Product 95,Electronics,49.85,41,2043.85,1375.37,668.48,R16
2025-03-02,Lagos,S014,P0063,Product 63,Health & Beauty,6.89,43,296.27,201.27,95.0,R17
2025-03-03,Lagos,S002,P0073,Product 73,Health & Beauty,441.18,28,12353.04,8460.74,3892.3,R04
2025-03-03,Abuja,S011,P0082,Product 82,Electronics,115.57,17,1964.69,1530.65,434.04,R07
2025-03-03,Kano,S001,P0004,Product 4,Health & Beauty,309.34,10,3093.4,2623.03,470.37,R12
2025-03-03,Port Harcourt,S014,P0094,Product 94,Fashion,85.4,24,2049.6,1054.52,995.08,R02
2025-03-03,Ibadan,S005,P0008,Product 8,Fashion,308.81,31,9573.11,5236.7,4336.41,R01
2025-03-03,Lagos,S012,P0069,Product 69,Home & Garden,113.8,34,3869.2,2782.1,1087.1,R13
2025-03-03,Lagos,S014,P0092,Product 92,Electronics,173.52,7,1214.64,856.42,358.22,R10
2025-03-04,Lagos,S006,P0018,Product 18,Health & Beauty,100.06,48,4802.88,3494.61,1308.27,R18
2025-03-04,Kano,S013,P0038,Product 38,Health & Beauty,152.08,39,5931.12,3091.48,2839.64,R02
2025-03-04,Lagos,S003,P0001,Product 1,Home & Garden,223.03,4,892.12,448.03,444.09,R01
2025-03-04,Lagos,S011,P0072,Product 72,Health & Beauty,176.7,31,5477.7,3382.07,2095.63,R09
2025-03-04,Lagos,S009,P0051,Product 51,Home & Garden,355.98,49,17443.02,12184.98,5258.04,R10
2025-03-04,Abuja,S002,P0062,Product 62,Home & Garden,498.37,2,996.74,808.83,187.91,R19
2025-03-04,Port Harcourt,S007,P0074,Product 74,Groceries,15.93,13,207.09,118.07,89.02,R09
2025-03-04,Port Harcourt,S014,P0048,Product 48,Health & Beauty,448.69,40,17947.6,12233.34,5714.26,R05
2025-03-04,Port Harcourt,S008,P0037,Product 37,Fashion,91.58,24,2197.92,1170.9,1027.02,R02
2025-03-04,Kano,S001,P0032,Product 32,Home & Garden,92.12,1,92.12,64.68,27.44,R01
2025-03-05,Port Harcourt,S007,P0052,Product 52,Home & Garden,363.68,42,15274.56,8388.83,6885.73,R11
2025-03-05,Ibadan,S009,P0043,Product 43,Home & Garden,127.62,3,382.86,246.29,136.57,R16
2025-03-05,Abuja,S005,P0080,Product 80,Home & Garden,412.7,39,16095.3,8347.52,7747.78,R18
2025-03-05,Port Harcourt,S008,P0031,Product 31,Fashion,476.0,15,7140.0,5469.32,1670.68,R15
